G5oh_A01_n4	G6oh_A02_n3	G6oh_A03_n6	G6oh_A03_n7	G6oh_A03_n3	G7oh_A03_n4	G8oh_A01_n2	G8oh_A01_n3	G8oh_A03_n3
320.806		419.98	337.298	378.419	403.868		559.974	329.092
320.918		420.018	337.443	378.4945	404.234		560.246	329.124
321.027		420.244	337.531	378.6392	404.445		560.477	329.262
321.104		420.365	337.639	378.7524	404.66		560.637	329.293
321.229		420.568	337.83	378.9687	405.054		560.929	329.357
321.343		420.704	337.949	379.0828	405.276		561.022	329.445
321.49		420.808	338.031	379.2741	405.615		561.294	329.498
321.596		421.029	338.127	379.4068	406.023		561.633	329.591
321.746		421.164	338.277	379.5272	406.306		561.997	329.62
321.862		421.298	338.366	379.6681	406.61		562.209	330.223
321.954		421.472	338.514	379.7983	406.902		562.482	330.268
322.143		421.572	338.603	379.9618	407.082		562.719	330.497
322.24		421.758	338.746	380.1469	407.56		562.914	330.554
322.4		422.01	338.828	380.3049	407.963		563.164	330.644
322.496		422.119	338.957	380.4576	408.374		563.362	330.695
322.627		422.249	339.068	380.6397	408.656		563.554	330.831
322.729		422.375	339.212	380.8271	409.143		563.772	330.881
322.876		422.55	339.39	380.9449	409.426		563.961	330.947
322.971		422.786	339.595	381.0893	409.523		564.178	331.028
323.086		422.861	339.733	381.2965	410.065		564.426	331.082
323.227		422.945	339.833	381.443	410.326		564.637	331.235
323.377		423.076	340.024	381.6453	410.55		564.989	331.317
323.576		423.204	340.14	381.7735	410.835		565.228	331.357
323.651		423.304	340.27	381.8871	411.515		565.401	331.407
323.842		423.413	340.37	382.0011	411.813		565.588	331.463
323.924		423.496	340.49	382.1639	412.102		565.789	331.513
324.05		423.634	340.661	382.2993	412.537		566.053	331.756
324.157		423.779	340.74	382.4766	412.747		566.225	331.804
324.253		423.886	340.942	382.6252	413.417		566.47	331.856
324.388		423.973	341.075	382.8305	414.084		566.72	332.004
324.504		424.146	341.169	382.9265	414.322		566.984	332.062
324.625		424.258	341.364	383.0924	414.66		567.231	332.083
324.838		424.343	341.469	383.2479	414.87		567.43	332.173
324.943		424.485	341.583	383.3489	415.047		567.695	332.29
325.064		424.647	341.751	383.4762	415.225		567.852	332.332
325.155		424.735	341.868	383.6829	415.351		568.109	332.407
325.512		424.817	341.99	383.7905	415.594		568.391	332.484
325.682		424.972	342.125	384.0082	415.689		568.586	332.513
325.747		425.07	342.209	384.1564	415.919		568.804	332.587
325.856		425.267	342.331	384.267	416.082		569.074	332.651
326.019		425.46	342.417	384.4609	416.279		569.266	332.769
326.256		425.556	342.537	384.5512	416.413		569.611	332.903
326.354		425.732	342.684	384.7195	416.507		569.857	332.947
326.47		425.86	342.813	384.9113	416.656		569.988	333.195
326.578		425.997	342.943	385.033	416.815		570.292	333.221
326.762		426.128	343.103	385.1964	416.915		570.517	333.275
326.885		426.24	343.204	385.3429	417.072		570.768	333.356
326.971		426.321	343.323	385.4579	417.165		570.998	333.394
327.141		426.471	343.463	385.6411	417.532		571.265	333.597
327.226		426.624	343.539	385.7539	417.769		571.461	333.641
327.326		426.724	343.681	385.8287	417.888		571.669	333.662
327.504		426.876	343.816	386.0537	417.979		571.947	333.889
327.594		427.015	343.935	386.2082	418.196		572.158	333.906
327.733		427.131	344.031	386.3274	418.331		572.409	334.38
327.84		427.254	344.19	386.4836	418.636		572.677	334.808
327.957		427.365	344.377	386.7575	418.998		572.988	334.865
328.083		427.485	344.443	386.9417	419.366		573.206	334.915
328.254		427.595	344.565	387.1299	419.899		573.447	335.429
328.352		427.681	344.749	387.2809	420.035		573.81	335.492
328.473		427.856	344.911	387.3972	420.177		574.017	335.573
328.598		427.98	345.024	387.593	420.447		574.246	335.654
328.717		428.132	345.248	387.7343	420.622		574.506	335.696
328.862		428.272	345.371	387.8327	420.895		574.763	335.729
328.947		428.418	345.459	388.0692	421.038		574.996	335.84
329.118		428.5	345.601	388.2146	421.297		575.177	336.048
329.194		428.583	345.784	388.3349	421.483		575.365	336.163
329.324		428.735	345.892	388.4725	421.642		575.59	336.209
329.504		428.892	345.989	388.5977	421.788		575.83	336.272
329.599		429.005	346.143	388.7603	421.907		576.038	336.342
329.69		429.118	346.254	388.8892	422.127		576.29	336.395
329.911		429.358	346.356	389.0945	422.358		576.541	336.554
329.992		429.457	346.546	389.2434	422.511		576.835	336.603
330.126		429.656	346.65	389.3688	422.61		577.068	336.846
330.231		429.788	346.816	389.5446	422.809		577.281	336.898
330.36		430.025	346.915	389.678	422.922		577.437	336.956
330.488		430.205	347.067	389.8397	423.024		577.694	336.99
330.644		430.349	347.19	389.9666	423.249		577.96	337.389
330.741		430.489	347.297	390.1935	423.387		578.255	337.432
330.842		430.624	347.579	390.3058	423.572		578.466	337.469
330.98		430.81	347.696	390.4498	423.714		578.699	337.554
331.109		431.102	347.833	390.6432	423.823		578.92	337.618
331.207		431.209	347.997	390.7647	424.104		579.164	337.664
331.347		431.386	348.18	390.967	424.178		579.348	337.845
331.445		431.466	348.333	391.0963	424.392		579.547	337.884
331.664		431.625	348.503	391.2429	424.503		579.786	338.019
331.788		431.822	348.626	391.4437	424.622		580.13	338.062
331.958		431.958	348.731	391.5796	424.846		580.384	338.61
332.054		432.057	348.838	391.6956	424.947		580.558	338.678
332.153		432.204	348.967	391.9168	425.145		580.746	338.776
332.383		432.49	349.201	392.0661	425.588		580.976	339.45
332.475		432.656	349.309	392.1662	425.815		581.285	339.464
332.576		432.799	349.415	392.3073	426.293		581.538	339.521
332.695		433.032	349.594	392.4856	426.481		581.794	339.573
332.831		433.211	349.694	392.5996	426.68		582.003	339.634
332.933		433.31	349.88	392.7882	426.905		582.211	339.689
333.06		433.599	350.017	392.9168	427.072		582.468	339.813
333.23		433.721	350.111	393.0704	427.163		582.684	339.965
333.337		433.816	350.216	393.2226	427.382		582.903	340.085
333.44		433.988	350.45	393.3577	427.515		583.062	340.136
333.658		434.317	350.598	393.5341	427.637		583.289	340.231
333.725		434.608	350.739	393.7019	427.847		583.545	340.279
333.863		434.78	351.046	393.8565	427.978		583.835	340.403
333.971		435.003	351.155	394.0529	428.06		583.989	340.447
334.109		435.189	351.273	394.2153	428.267		584.258	340.792
334.231		435.374	351.36	394.4101	428.36		584.497	340.85
334.38		435.557	351.451	394.5974	428.495		584.769	340.933
334.555		435.789	351.686	394.7104	428.632		585.083	340.964
334.695		435.928	351.78	394.9306	428.817		585.286	341.17
334.995		436.165	351.898	395.0821	428.955		585.468	341.211
335.108		436.451	352.048	395.2198	429.082		585.701	341.606
335.251		436.599	352.148	395.3641	429.301		585.921	341.643
335.392		436.846	352.358	395.4814	429.509		586.122	341.702
335.494		436.99	352.453	395.634	429.592		586.357	341.816
335.592		437.242	352.566	395.7332	429.666		586.542	342.039
335.723		437.384	352.658	395.9755	429.828		586.748	342.079
335.817		437.617	352.787	396.1227	429.918		587.028	342.125
336.052		437.808	352.916	396.2695	430.063		587.313	342.213
336.15		438.032	353.065	396.4518	430.24		587.475	342.242
336.257		438.12	353.164	396.5727	430.355		587.573	342.31
336.359		438.386	353.306	396.6811	430.515		587.855	342.388
336.513		438.529	353.415	396.8602	430.711		588.169	342.442
336.626		438.76	353.547	397.0947	430.893		588.422	343.136
336.742		438.907	353.714	397.2253	430.981		588.638	343.595
336.848		439.154	353.826	397.3813	431.237		588.9	343.927
336.957		439.348	353.908	397.5063	431.378		589.105	343.994
337.124		439.538	354.089	397.7068	431.535		589.357	344.103
337.212		439.76	354.198	397.8515	431.642		589.575	344.524
337.481		439.944	354.306	397.964	431.967		589.786	344.595
337.577		440.018	354.393	398.1345	432.217		590.066	344.652
337.701		440.306	354.521	398.2691	432.394		590.324	344.86
337.822		440.493	354.651	398.4812	432.492		590.556	344.905
337.979		440.666	354.775	398.6251	432.64		590.772	344.981
338.17		440.864	354.96	398.76	432.787		591.022	345.444
338.229		440.977	355.123	398.9521	432.99		591.244	345.479
338.375		441.11	355.24	399.0902	433.093		591.51	345.522
338.502		441.311	355.368	399.2189	433.258		591.664	345.556
338.713		441.577	355.541	399.3934	433.409		591.911	345.699
338.786		441.842	355.717	399.5149	433.522		592.174	346.192
338.927		441.954	355.809	399.6619	433.759		592.382	346.235
339.066		442.085	355.945	399.7886	433.921		592.586	346.299
339.23		442.298	356.041	399.9799	433.977		592.864	347.253
339.374		442.465	356.205	400.1393	434.064		593.005	347.629
339.503		442.571	356.322	400.2645	434.203		593.178	347.703
339.595		442.776	356.529	400.4266	434.391		593.377	347.761
339.802		442.973	356.65	400.5677	434.527		593.849	347.825
339.908		443.185	356.763	400.7211	434.649		594.088	348.664
340.089		443.309	356.85	400.8924	434.798		594.25	348.723
340.182		443.512	357.011	401.066	435.101		594.482	348.8
340.307		443.662	357.104	401.1746	435.228		594.687	348.842
340.405		443.77	357.234	401.3058	435.44		594.991	348.916
340.557		443.885	357.398	401.4686	435.494		595.091	349.357
340.622		444.069	357.505	401.6013	435.775		595.293	349.421
341.006		444.235	357.59	401.7791	435.843		595.661	349.468
341.096		444.46	357.697	401.9755	436.035		595.962	349.685
341.254		444.57	357.839	402.1073	436.271		596.309	349.775
341.439		444.704	357.932	402.2802	436.533		596.513	349.816
341.51		444.834	358.041	402.403	436.682		596.72	350.126
341.677		444.979	358.25	402.5447	436.843		596.927	350.423
341.746		445.125	358.375	402.6867	436.963		597.156	350.459
341.859		445.273	358.537	402.8732	437.117		597.444	350.502
342.075		445.383	358.653	403.0009	437.297		597.602	350.551
342.197		445.449	358.746	403.1565	437.389		598.186	350.822
342.344		445.604	358.943	403.3261	437.532		598.392	350.878
342.425		445.687	359.029	403.422	437.666		598.574	350.927
342.585		445.827	359.144	403.5945	437.819		598.843	351.298
342.687		446.002	359.296	403.7531	437.894		599.011	351.358
342.821		446.141	359.453	403.9247	437.992		599.258	351.402
342.948		446.339	359.582	404.0696	438.118		599.627	351.545
343.05		446.502	359.707	404.2506	438.26		599.849	352.23
343.224		446.62	359.863	404.4218	438.392			352.281
343.337		446.716	359.99	404.5602	438.575			352.333
343.451		446.802	360.138	404.7571	438.687			352.508
343.556		446.945	360.259	404.8781	438.797			352.862
343.717		447.155	360.365	405.0956	438.935			352.98
343.83		447.276	360.496	405.2306	439.04			353.013
343.971		447.366	360.634	405.3752	439.213			353.104
344.071		447.572	360.729	405.4958	439.32			353.31
344.235		447.684	360.994	405.6709	439.442			353.383
344.34		447.841	361.113	405.7832	439.548			353.497
344.455		447.926	361.342	405.9718	439.606			353.533
344.607		448.024	361.449	406.1415	439.88			353.645
344.753		448.148	361.573	406.3211	439.981			353.866
344.894		448.25	361.724	406.4741	440.21			353.897
345.005		448.358	361.904	406.582	440.285			354.054
345.105		448.487	362.041	406.7353	440.361			354.196
345.231		448.593	362.172	406.9046	440.583			354.249
345.333		448.728	362.322	407.0343	440.895			354.332
345.495		448.855	362.477	407.1992	441.125			354.359
345.677		449.017	362.62	407.3324	441.306			355.277
345.823		449.119	362.728	407.4925	441.472			355.48
345.996		449.202	362.891	407.7071	441.587			355.547
346.168		449.393	363.071	407.8403	441.711			355.575
346.255		449.57	363.178	408.0223	441.838			355.612
346.345		449.695	363.395	408.1977	441.978			356.171
346.5		449.788	363.505	408.3511	442.075			356.21
346.62		449.911	363.662	408.4602	442.163			356.254
346.794		450.016	363.824	408.6079	442.351			356.336
346.938		450.185	363.966	408.842	442.467			356.501
347.048		450.412	364.089	409.0112	442.609			357.121
347.153		450.476	364.305	409.2112	442.711			357.18
347.3		450.608	364.425	409.2924	442.946			357.237
347.418		450.736	364.599	409.4153	443.014			357.339
347.544		450.973	364.712	409.7304	443.126			357.394
347.689		451.091	364.96	409.8438	443.262			358.021
347.786		451.264	365.08	410.0331	443.336			358.072
347.921		451.32	365.191	410.1469	443.455			358.548
348.024		451.398	365.375	410.3612	443.621			358.65
348.187		451.741	365.47	410.5555	443.678			358.697
348.274		451.836	365.643	410.6341	443.883			358.764
348.426		451.971	365.762	410.7599	443.965			359.046
348.596		452.11	365.923	410.9387	444.09			359.088
348.672		452.227	366.035	411.1368	444.175			359.157
348.813		452.333	366.217	411.2371	444.305			359.28
348.93		452.615	366.341	411.4012	444.389			359.32
349.053		452.718	366.477	411.5569	444.5			359.397
349.252		452.806	366.585	411.7253	444.638			359.532
349.366		452.973	366.763	411.858	444.737			359.617
349.526		453.189	366.868	412.0437	444.839			359.79
349.755		453.397	366.969	412.1315	444.974			359.909
349.924		453.507	367.176	412.3462	445.064			359.941
349.998		453.613	367.39	412.5052	445.201			360.014
350.123		453.758	367.547	412.6669	445.36			360.066
350.208		453.958	367.646	412.7996	445.501			360.114
350.315		454.075	367.784	412.9487	445.619			360.22
350.468		454.336	367.905	413.1178	445.727			360.296
350.602		454.449	368.033	413.3542	445.904			360.347
350.709		454.55	368.14	413.538	446.008			360.961
350.913		454.698	368.268	413.6606	446.09			361.006
351.002		454.764	368.444	413.8192	446.236			361.039
351.122		454.851	368.517	413.9473	446.349			361.337
351.241		455.146	368.637	414.1034	446.433			361.606
351.336		455.341	368.82	414.216	446.502			361.644
351.455		455.452	368.907	414.3701	446.678			361.685
351.563		455.542	369.011	414.5137	446.752			361.73
351.675		455.742	369.119	414.6646	446.841			361.833
351.896		455.945	369.375	414.8324	447.023			362.087
352.027		456.097	369.532	415.0931	447.268			362.116
352.147		456.265	369.655	415.1907	447.311			362.666
352.279		456.393	369.794	415.3969	447.418			362.702
352.41		456.541	369.925	415.5379	447.599			362.771
352.549		456.72	370.062	415.6686	447.675			362.859
352.623		456.846	370.265	415.8345	447.789			362.942
352.737		456.917	370.421	415.9678	448.043			362.97
352.907		457.045	370.508	416.2011	448.373			363.289
353.015		457.199	370.639	416.3671	448.639			363.323
353.132		457.318	370.787	416.4773	448.739			363.451
353.282		457.446	370.89	416.6425	448.825			363.485
353.577		457.56	371.038	416.7789	449.137			363.533
353.648		457.736	371.211	416.9249	449.36			363.67
353.734		457.889	371.339	417.1504	449.486			363.713
353.819		458.004	371.448	417.244	449.648			363.796
353.95		458.215	371.581	417.4665	449.795			363.83
354.074		458.305	371.767	417.5767	449.882			363.855
354.149		458.433	371.84	417.7205	450.057			363.963
354.359		458.652	371.953	417.8779	450.229			364.011
354.472		458.794	372.075	417.987	450.333			364.117
354.6		459.023	372.192	418.1833	450.493			364.165
354.729		459.106	372.39	418.3	450.575			364.223
354.812		459.219	372.527	418.4632	450.724			364.33
354.949		459.463	372.602	418.6442	450.869			364.438
355.04		459.625	372.809	418.7397	450.983			364.492
355.186		459.736	372.921	418.9041	451.105			364.754
355.285		460.034	373.046	419.0101	451.305			364.772
355.449		460.168	373.151	419.1736	451.353			364.856
355.541		460.326	373.322	419.3376	451.505			364.941
355.661		460.433	373.401	419.5423	451.628			364.975
355.752		460.652	373.601	419.7093	451.745			365.042
355.917		460.78	373.738	419.825	451.879			365.62
355.997		460.92	373.874	419.9569	452.013			366.382
356.074		461.174	374.035	420.1201	452.127			366.442
356.324		461.281	374.162	420.2833	452.256			366.493
356.445		461.41	374.257	420.4321	452.37			366.546
356.558		461.522	374.401	420.6113	452.532			366.639
356.814		461.688	374.517	420.7865	452.6			366.971
357.043		461.811	374.658	420.9247	452.773			367.042
357.136		461.953	374.776	421.0612	452.852			367.084
357.207		462.049	374.879	421.1932	452.967			367.135
357.344		462.379	375.082	421.3501	453.068			367.344
357.476		462.624	375.205	421.5043	453.2			367.392
357.585		462.858	375.371	421.6757	453.333			367.471
357.711		462.949	375.484	421.843	453.43			367.586
357.827		463.089	375.579	422.0026	453.54			367.647
357.967		463.27	375.714	422.1169	453.698			367.767
358.151		463.571	375.843	422.3376	453.813			367.813
358.243		463.71	376.059	422.4749	453.886			367.987
358.352		463.944	376.186	422.5833	453.977			368.091
358.556		464.085	376.29	422.7332	454.109			368.117
358.659		464.214	376.415	422.9653	454.221			368.224
358.734		464.429	376.549	423.0673	454.328			368.284
359.018		464.715	376.685	423.1991	454.47			368.324
359.129		464.849	376.858	423.3965	454.555			368.467
359.216		464.988	376.925	423.5672	454.676			368.547
359.405		465.251	377.047	423.7038	454.799			368.583
359.637		465.435	377.191	423.8575	454.94			368.639
359.787		465.71	377.29	423.9857	455.039			368.679
359.886		465.93	377.461	424.1784	455.132			369.035
360.016		466.125	377.564	424.2933	455.231			369.067
360.102		466.24	377.696	424.4341	455.433			369.104
360.279		466.451	377.808	424.6126	455.531			369.147
360.399		466.565	377.905	424.7409	455.619			369.196
360.51		466.819	378.116	424.9133	455.803			369.768
360.666		466.905	378.231	425.1312	455.93			369.795
360.776		467.068	378.379	425.2582	456.163			369.875
360.94		467.336	378.548	425.381	456.26			369.982
361.053		467.449	378.665	425.5723	456.618			370.025
361.209		467.642	378.869	425.7071	456.7			370.117
361.277		467.758	378.992	425.8824	457.223			370.143
361.512		468.038	379.118	425.9941	457.512			370.279
361.61		468.217	379.352	426.1359	457.654			370.299
361.7		468.359	379.539	426.3139	457.905			370.516
